Exercise Name,Equipment,Utility,Mechanics,Force,Preparation,Execution,Target_Muscles,Stabilizer_Muscles,Main_muscle,Difficulty (1-5),Secondary Muscles,No_of_Sets,No_of_Reps,BMI,gender,type of plan
Rear Lateral Raise,Cable,Auxiliary,Isolated,Pull,"Stand with cable columns to each side. Grasp left stirrup with right hand and right stirrup with left hand. Bend knees and bend over at hips, so torso is approximately horizontal with back straight. Point elbows outward with arms slightly bent.",Raise upper arms to sides until elbows are shoulder height. Maintain upper arms perpendicular to torso and slight bend in elbows as arms are raised to sides. Lower and repeat.,"Posterior Deltoid,","Triceps Brachii, Wrist Extensors, Erector Spinae, Hamstrings, Gluteus Maximus, Adductor Magnus, Quadriceps, ",Shoulder,2,"Posterior Deltoid, Middle Trapezius",5,12,20.54385099,female,muscle gain
Rear Lateral Raise,Dumbbell,Auxiliary,Isolated,Pull,"Grasp dumbbells to each side. Bend knees and bend over through hips with back flat, close to horizontal. Position elbows with slight bend and palms facing together.","Raise upper arms to sides until elbows are shoulder height. Maintain upper arms perpendicular to torso and fixed elbow position (10° to 30° angle) throughout exercise. Maintain height of elbows above wrists by raising ""pinkie finger"" side up. Lower and repeat.","Posterior Deltoid,","Triceps Brachii, Wrist Extensors, Erector Spinae, Hamstrings, Gluteus Maximus, Adductor Magnus, Quadriceps, ",Shoulder,2,"Posterior Deltoid, Middle Trapezius",4,14,20.88842514,female,muscle gain
Rear Delt Row,Dumbbell,Basic or Auxiliary,Compound,Pull,Kneel over side of bench with arm and leg to side. Grasp dumbbell.,Pull dumbbell up out to side with upper arm perpendicular to trunk until upper arm is just beyond horizontal. Lower and repeat.,"Posterior Deltoid,","Triceps Brachii (supporting arm), ",Shoulder,3,"Posterior Deltoid, Rhomboids",4,10,20.82501616,female,muscle gain
Seated Rear Lateral Raise,Dumbbell,Auxiliary,Isolated,Pull,Sit on edge of bench with feet placed beyond knees. Bend over and rest torso on thighs. Grasp dumbbells with each hand under legs. Position elbows with slight bend with palms facing together behind ankles (as shown) or just to sides of ankles.,"Raise upper arms to sides until elbows are shoulder height. Maintain upper arms perpendicular to torso and fixed elbow position (10° to 30° angle) throughout exercise. Maintain elbows height above wrists by raising ""pinkie finger"" side up. Lower and repeat.","Posterior Deltoid,","Triceps Brachii, ",Shoulder,2,"Posterior Deltoid, Middle Trapezius",5,13,21.09819679,female,muscle gain
Lying Rear Lateral Raise,Lever (plate loaded),Auxiliary,Isolated,Pull,Lie on machine with chest against padding. Position arms between padded lever arms with elbows below shoulders.,Pull arms up until elbows are beyond back. Return and repeat.,"Posterior Deltoid,","No significant stabilizers, ",Shoulder,2,"Posterior Deltoid, Middle Trapezius",3,8,20.18077391,female,muscle gain
Seated Rear Delt Row,Lever (plate loaded),Basic or Auxiliary,Compound,Pull,Place seat at low position. Sit on seat with chest against pad and grasp upper handles.,"Pull lever with elbows up out to sides until upper arms are just beyond parallel, keeping upper arm horizontal, perpendicular to torso. Return and repeat.","Posterior Deltoid,","Deltoid, Lateral, ",Shoulder,3,"Posterior Deltoid, Rhomboids",3,14,21.9836313,female,muscle gain
Seated Rear Delt Row:  alternative machine,Lever (plate loaded),Basic or Auxiliary,Compound,Pull,Place seat at low position. Sit on seat with chest against pad and grasp upper handles.,"Pull lever with elbows up out to sides until upper arms are just beyond parallel, keeping upper arm horizontal, perpendicular to torso. Return and repeat.","Posterior Deltoid,","Deltoid, Lateral, ",Shoulder,3,"Posterior Deltoid, Rhomboids",5,15,20.2869585,female,muscle gain
Lying Rear Lateral Raise,Lever (selectorized),Auxiliary,Isolated,Pull,Lie on machine with chest against padding. Position arms between padded lever arms with elbows below shoulders.,Pull arms up until elbows are beyond back. Lower and repeat.,"Posterior Deltoid,","No significant stabilizers, ",Shoulder,2,"Posterior Deltoid, Middle Trapezius",3,9,21.72813666,female,muscle gain
Seated Rear Delt Row,Lever (selectorized),Basic or Auxiliary,Compound,Pull,Place seat at low position. Sit on seat with chest against pad and grasp upper handles.,"Pull lever with elbows up out to sides until upper arms are just beyond parallel, keeping upper arm horizontal, perpendicular to torso. Return and repeat.","Posterior Deltoid,","Deltoid, Lateral, ",Shoulder,3,"Posterior Deltoid, Rhomboids",4,10,22.36923052,female,muscle gain
Seated Reverse Fly,Lever (selectorized),Auxiliary,Isolated,Pull,Sit on machine with chest against pad. Grasp parallel handles with thumbs up at shoulder height. Slightly bend elbows and internally rotate shoulders so elbows are also at height of shoulders.,"Keeping elbows pointed high, pull handles apart and to rear until elbows are just behind back. Return and repeat.","Posterior Deltoid,","Triceps Brachii, Wrist Extensors, ",Shoulder,2,"Posterior Deltoid, Middle Trapezius",3,9,20.03919744,female,muscle gain
Seated Reverse Fly:  pronated grip,Lever (selectorized),Auxiliary,Isolated,Pull,Sit in machine with chest against pad. Grasp parallel handles from inside with thumbs down at shoulder height.,"Keeping elbows pointed high, pull handles apart and to rear until elbows are just behind back. Return and repeat.","Posterior Deltoid,","Triceps Brachii, Wrist Extensors, ",Shoulder,2,"Posterior Deltoid, Middle Trapezius",4,9,20.47587053,female,muscle gain
Rear Delt Row,Smith,Basic or Auxiliary,Compound,Pull,Stand near low smith bar. Bend knees and bend over bar with back straight. Grasp bar with wide   overhand grip. Disengage bar by rotating bar back.,"Keeping upper arm perpendicular to torso, pull bar up toward upper chest until upper arms are just beyond parallel to floor. Return and repeat.","Posterior Deltoid,","Erector Spinae, Hamstrings, Gluteus Maximus, Adductor Magnus, Quadriceps, ",Shoulder,3,"Posterior Deltoid, Rhomboids",5,11,21.62711953,female,muscle gain
Rear Delt Inverted Row (high bar),Body Weight,Basic or Auxiliary,Compound,Pull,"Stand facing horizontal bar positioned lower to upper chest height. Step toward bar so chest makes contact. Grasp bar with wide overhand grip. Raise elbows up to shoulder height. Place feet forward on floor so body is reclined back with legs, hips and spine straight.","Lower body while keeping body straight, elbows high, and upper arms perpendicular to torso, until arms are extended straight. Pull shoulders toward bar while keeping elbows up high until upper arms are parallel to one another, or just beyond. Repeat.","Posterior Deltoid,","Erector Spinae, Hamstrings, Gluteus Maximus, Deltoid, Lateral, ",Shoulder,4,"Posterior Deltoid, Latissimus Dorsi",4,13,21.21674984,female,muscle gain
Rear Delt Inverted Row (on hips),Body Weight,Basic or Auxiliary,Compound,Pull,Lay on back with belly under fixed horizontal bar. Bend knees and position feet on floor. Grasp bar with wide overhand grip. Turn elbows outward to sides.,"Keeping hips on floor, low back straight, and elbow pointed out to sides; pull torso up to bar. Return when upper arms are just beyond parallel to one another. Lower body downward until arms are extended straight. Return and repeat.","Posterior Deltoid,","Erector Spinae, ",Shoulder,4,"Posterior Deltoid, Latissimus Dorsi",3,13,20.38754142,female,muscle gain
Rear Delt Row,Suspended,Basic or Auxiliary,Compound,Pull,"Grasp suspension handles and momentarily step back until arms are extended forward and straight. While keeping arms straight and shoulders back, step forward so body reclines back behind suspension handles.Position body and legs straight at desired angle hanging from handles with arms straight. Internally rotate shoulders so elbows are positioned directly outwards.","Pull body up while keeping elbows pointed directly out to each side and body and legs straight. Pull until elbows are directly lateral to each side without allowing elbows to drop. Return until arms are extended straight and shoulders are stretched forward, maintaining high elbow position. Repeat.","Posterior Deltoid,","Erector Spinae, Hamstrings, Gluteus Maximus, Deltoid, Lateral, ",Shoulder,3,"Posterior Deltoid, Rhomboids",5,11,21.18761158,female,muscle gain
Reverse Fly,Suspended,Auxiliary,Compound,Pull,"Grasp suspension handles and momentarily step back until arms are extended forward and straight. While keeping arms straight and shoulders back, step forward so body reclines back behind suspension handles. Position body and legs straight at desired angle hanging from handles with arms straight. Internally rotate shoulders so elbows are positioned directly outwards with arms straight or slightly bent. Shoulder should be positioned approximately 90° relative to torso position.",Pull handles out to sides while keeping stiff elbow position and maintaining shoulder at 90° plane to torso throughout exercise. Raise up until upper arms are in-line to one another. Return to original position in same plane and repeat.,"Posterior Deltoid,","Erector Spinae, Hamstrings, Gluteus Maximus, Deltoid, Lateral, ",Shoulder,2,"Posterior Deltoid, Middle Trapezius",5,8,22.01423829,female,muscle gain
Front Lateral Raise,Cable,Auxiliary,Isolated,Pull,Grasp dumbbell cable attachment. Stand facing side with resting arm toward low pulley. Grasp ballet bar if available for support. Internally rotate shoulders so elbows point out to sides.,"With elbow straight or slightly bent, raise upper arm away from low pulley to side, slightly to front (30°) until upper arm is shoulder height. Lower and repeat. Continue with opposite arm.","Supraspinatus,","Trapezius, Upper, Wrist Extensors, ",Shoulder,2,"Anterior Deltoid, Serratus Anterior",3,11,20.36855202,female,muscle gain
Front Lateral Raise,Dumbbell,Auxiliary,Isolated,Pull,Grasp dumbbell and position in front of thigh with arm straight. Turn pinkie finger side outward.,"Raise arms to side, slightly to front until shoulder height or slightly higher. Lower and repeat. Continue with opposite arm.","Supraspinatus,","Trapezius, Upper, Wrist Extensors, ",Shoulder,2,"Anterior Deltoid, Serratus Anterior",3,13,20.08544466,female,muscle gain
Full Can Lateral Raise,Dumbbell,Auxiliary,Isolated,Pull,Grasp dumbbells with each hand with palms facing forward.,Raise arms to side with thumb side up. Lower and repeat.,"Supraspinatus,","Trapezius, Upper, Wrist Extensors, ",Shoulder,2,"Lateral Deltoid, Supraspinatus",3,9,20.15944872,female,muscle gain
Lying Lateral Raise,Dumbbell,Auxiliary,Isolated,Pull,Lie on side with legs separated for support. Grasp dumbbell in front of thigh.,Raise dumbbell from floor until arm is vertical. Maintain fixed elbow position (10° to 30° angle) throughout exercise. Lower and repeat.,"Lateral Deltoid,","Wrist Extensors, Trapezius, Upper, Levator Scapulae, ",Shoulder,2,"Lateral Deltoid, Supraspinatus",4,9,21.63720625,female,muscle gain
Triceps Dip,Assisted,Basic,Compound,Push,"Mountshoulder width dip bar, arms straight with shoulders above hands. Step down onto assistance lever. Keep hips and knees straight.",Lower body until slight stretch is felt in shoulders. Push body up until arms are straight. Repeat.,"Triceps Brachii,","Trapezius, Lower, ",Upper Arms,4,"Pectoralis Major Sternal, Pectoralis Major Clavicular, Anterior Deltoid",4,13,22.99411572,female,muscle gain
Triceps Dip:  kneeling,Assisted,Basic,Compound,Push,"Mountshoulder width dip bar, arms straight with shoulders above hands. Kneel on padded platform, lowering it down slightly so hips are slightly bent.",Lower body until slight stretch is felt in shoulders. Push body up until arms are straight. Repeat.,"Triceps Brachii,","Trapezius, Lower, ",Upper Arms,3,"Pectoralis Major Sternal, Pectoralis Major Clavicular, Anterior Deltoid",3,10,20.93776455,female,muscle gain
Close Grip Bench Press,Barbell,Basic,Compound,Push,Lie on bench and grasp barbell from rack with shoulder width grip.,Lower weight to chest with elbows close to body. Push barbell back up until arms are straight. Repeat.,"Triceps Brachii,",,Upper Arms,3,"Pectoralis Major Sternal, Pectoralis Major Clavicular, Anterior Deltoid",3,15,20.23474732,female,muscle gain
Lying Triceps Extension,Barbell,Basic,Isolated,Push,Lie on bench with narrow overhand grip on barbell. Position barbell over forehead with arms extended.,"Lower bar by bending elbows. As bar nears head, move elbows slightly back just enough to allow bar to clear around curvature of head. Extend arms. As bar clears head, reposition elbows to their former position until arms are fully extended. Repeat.","Triceps Brachii,","Deltoid, Anterior, Pectoralis Major, Clavicular, Pectoralis Major, Sternal, Latissimus Dorsi, Teres Major, Deltoid, Posterior, Coracobrachialis, Wrist Flexors, ",Upper Arms,3,Anterior Deltoid,3,11,22.9623246,female,muscle gain
Lying Triceps Extension:  Skull Crusher,Barbell,Basic,Isolated,Push,Lie on bench with narrow overhand grip on barbell. Position barbell over shoulders with arms extended.,Lower bar to forehead by bending elbows. Extend arms and repeat.,"Triceps Brachii,","Deltoid, Anterior, Pectoralis Major, Clavicular, Pectoralis Major, Sternal, Latissimus Dorsi, Teres Major, Deltoid, Posterior, Coracobrachialis, Wrist Flexors, ",Upper Arms,3,Anterior Deltoid,5,15,21.29215032,female,muscle gain
