Exercise Name,Equipment,Utility,Mechanics,Force,Preparation,Execution,Target_Muscles,Stabilizer_Muscles,Main_muscle,Difficulty (1-5),Secondary Muscles,No_of_Sets,No_of_Reps,BMI
Rear Lateral Raise,Dumbbell,Auxiliary,Isolated,Pull,"Grasp dumbbells to each side. Bend knees and bend over through hips with back flat, close to horizontal. Position elbows with slight bend and palms facing together.","Raise upper arms to sides until elbows are shoulder height. Maintain upper arms perpendicular to torso and fixed elbow position (10° to 30° angle) throughout exercise. Maintain height of elbows above wrists by raising ""pinkie finger"" side up. Lower and repeat.","Posterior Deltoid,","Triceps Brachii, Wrist Extensors, Erector Spinae, Hamstrings, Gluteus Maximus, Adductor Magnus, Quadriceps, ",Shoulder,2,"Posterior Deltoid, Middle Trapezius",3,12,22.41747825
Rear Delt Row,Dumbbell,Basic or Auxiliary,Compound,Pull,Kneel over side of bench with arm and leg to side. Grasp dumbbell.,Pull dumbbell up out to side with upper arm perpendicular to trunk until upper arm is just beyond horizontal. Lower and repeat.,"Posterior Deltoid,","Triceps Brachii (supporting arm), ",Shoulder,3,"Posterior Deltoid, Rhomboids",3,10,22.32323748
Seated Rear Lateral Raise,Dumbbell,Auxiliary,Isolated,Pull,Sit on edge of bench with feet placed beyond knees. Bend over and rest torso on thighs. Grasp dumbbells with each hand under legs. Position elbows with slight bend with palms facing together behind ankles (as shown) or just to sides of ankles.,"Raise upper arms to sides until elbows are shoulder height. Maintain upper arms perpendicular to torso and fixed elbow position (10° to 30° angle) throughout exercise. Maintain elbows height above wrists by raising ""pinkie finger"" side up. Lower and repeat.","Posterior Deltoid,","Triceps Brachii, ",Shoulder,2,"Posterior Deltoid, Middle Trapezius",4,7,23.01007508
Lying Rear Lateral Raise,Lever (plate loaded),Auxiliary,Isolated,Pull,Lie on machine with chest against padding. Position arms between padded lever arms with elbows below shoulders.,Pull arms up until elbows are beyond back. Return and repeat.,"Posterior Deltoid,","No significant stabilizers, ",Shoulder,2,"Posterior Deltoid, Middle Trapezius",5,9,22.11860925
Seated Rear Delt Row,Lever (plate loaded),Basic or Auxiliary,Compound,Pull,Place seat at low position. Sit on seat with chest against pad and grasp upper handles.,"Pull lever with elbows up out to sides until upper arms are just beyond parallel, keeping upper arm horizontal, perpendicular to torso. Return and repeat.","Posterior Deltoid,","Deltoid, Lateral, ",Shoulder,3,"Posterior Deltoid, Rhomboids",4,8,23.92329009
Seated Rear Delt Row:  alternative machine,Lever (plate loaded),Basic or Auxiliary,Compound,Pull,Place seat at low position. Sit on seat with chest against pad and grasp upper handles.,"Pull lever with elbows up out to sides until upper arms are just beyond parallel, keeping upper arm horizontal, perpendicular to torso. Return and repeat.","Posterior Deltoid,","Deltoid, Lateral, ",Shoulder,3,"Posterior Deltoid, Rhomboids",5,11,22.94626036
Lying Rear Lateral Raise,Lever (selectorized),Auxiliary,Isolated,Pull,Lie on machine with chest against padding. Position arms between padded lever arms with elbows below shoulders.,Pull arms up until elbows are beyond back. Lower and repeat.,"Posterior Deltoid,","No significant stabilizers, ",Shoulder,2,"Posterior Deltoid, Middle Trapezius",4,6,23.32070157
Seated Rear Delt Row,Lever (selectorized),Basic or Auxiliary,Compound,Pull,Place seat at low position. Sit on seat with chest against pad and grasp upper handles.,"Pull lever with elbows up out to sides until upper arms are just beyond parallel, keeping upper arm horizontal, perpendicular to torso. Return and repeat.","Posterior Deltoid,","Deltoid, Lateral, ",Shoulder,3,"Posterior Deltoid, Rhomboids",3,9,22.5005583
Seated Reverse Fly,Lever (selectorized),Auxiliary,Isolated,Pull,Sit on machine with chest against pad. Grasp parallel handles with thumbs up at shoulder height. Slightly bend elbows and internally rotate shoulders so elbows are also at height of shoulders.,"Keeping elbows pointed high, pull handles apart and to rear until elbows are just behind back. Return and repeat.","Posterior Deltoid,","Triceps Brachii, Wrist Extensors, ",Shoulder,2,"Posterior Deltoid, Middle Trapezius",5,12,23.76499378
Seated Reverse Fly:  pronated grip,Lever (selectorized),Auxiliary,Isolated,Pull,Sit in machine with chest against pad. Grasp parallel handles from inside with thumbs down at shoulder height.,"Keeping elbows pointed high, pull handles apart and to rear until elbows are just behind back. Return and repeat.","Posterior Deltoid,","Triceps Brachii, Wrist Extensors, ",Shoulder,2,"Posterior Deltoid, Middle Trapezius",5,11,23.29161548
Rear Delt Row,Smith,Basic or Auxiliary,Compound,Pull,Stand near low smith bar. Bend knees and bend over bar with back straight. Grasp bar with wide   overhand grip. Disengage bar by rotating bar back.,"Keeping upper arm perpendicular to torso, pull bar up toward upper chest until upper arms are just beyond parallel to floor. Return and repeat.","Posterior Deltoid,","Erector Spinae, Hamstrings, Gluteus Maximus, Adductor Magnus, Quadriceps, ",Shoulder,3,"Posterior Deltoid, Rhomboids",4,12,22.2879414
Rear Delt Inverted Row (high bar),Body Weight,Basic or Auxiliary,Compound,Pull,"Stand facing horizontal bar positioned lower to upper chest height. Step toward bar so chest makes contact. Grasp bar with wide overhand grip. Raise elbows up to shoulder height. Place feet forward on floor so body is reclined back with legs, hips and spine straight.","Lower body while keeping body straight, elbows high, and upper arms perpendicular to torso, until arms are extended straight. Pull shoulders toward bar while keeping elbows up high until upper arms are parallel to one another, or just beyond. Repeat.","Posterior Deltoid,","Erector Spinae, Hamstrings, Gluteus Maximus, Deltoid, Lateral, ",Shoulder,4,"Posterior Deltoid, Latissimus Dorsi",4,9,22.30529489
Rear Delt Inverted Row (on hips),Body Weight,Basic or Auxiliary,Compound,Pull,Lay on back with belly under fixed horizontal bar. Bend knees and position feet on floor. Grasp bar with wide overhand grip. Turn elbows outward to sides.,"Keeping hips on floor, low back straight, and elbow pointed out to sides; pull torso up to bar. Return when upper arms are just beyond parallel to one another. Lower body downward until arms are extended straight. Return and repeat.","Posterior Deltoid,","Erector Spinae, ",Shoulder,4,"Posterior Deltoid, Latissimus Dorsi",3,9,22.89676838
Rear Delt Row,Suspended,Basic or Auxiliary,Compound,Pull,"Grasp suspension handles and momentarily step back until arms are extended forward and straight. While keeping arms straight and shoulders back, step forward so body reclines back behind suspension handles.Position body and legs straight at desired angle hanging from handles with arms straight. Internally rotate shoulders so elbows are positioned directly outwards.","Pull body up while keeping elbows pointed directly out to each side and body and legs straight. Pull until elbows are directly lateral to each side without allowing elbows to drop. Return until arms are extended straight and shoulders are stretched forward, maintaining high elbow position. Repeat.","Posterior Deltoid,","Erector Spinae, Hamstrings, Gluteus Maximus, Deltoid, Lateral, ",Shoulder,3,"Posterior Deltoid, Rhomboids",4,11,22.89923483
Reverse Fly,Suspended,Auxiliary,Compound,Pull,"Grasp suspension handles and momentarily step back until arms are extended forward and straight. While keeping arms straight and shoulders back, step forward so body reclines back behind suspension handles. Position body and legs straight at desired angle hanging from handles with arms straight. Internally rotate shoulders so elbows are positioned directly outwards with arms straight or slightly bent. Shoulder should be positioned approximately 90° relative to torso position.",Pull handles out to sides while keeping stiff elbow position and maintaining shoulder at 90° plane to torso throughout exercise. Raise up until upper arms are in-line to one another. Return to original position in same plane and repeat.,"Posterior Deltoid,","Erector Spinae, Hamstrings, Gluteus Maximus, Deltoid, Lateral, ",Shoulder,2,"Posterior Deltoid, Middle Trapezius",5,8,23.24716654
Front Lateral Raise,Cable,Auxiliary,Isolated,Pull,Grasp dumbbell cable attachment. Stand facing side with resting arm toward low pulley. Grasp ballet bar if available for support. Internally rotate shoulders so elbows point out to sides.,"With elbow straight or slightly bent, raise upper arm away from low pulley to side, slightly to front (30°) until upper arm is shoulder height. Lower and repeat. Continue with opposite arm.","Supraspinatus,","Trapezius, Upper, Wrist Extensors, ",Shoulder,2,"Anterior Deltoid, Serratus Anterior",5,11,23.53623866
Front Lateral Raise,Dumbbell,Auxiliary,Isolated,Pull,Grasp dumbbell and position in front of thigh with arm straight. Turn pinkie finger side outward.,"Raise arms to side, slightly to front until shoulder height or slightly higher. Lower and repeat. Continue with opposite arm.","Supraspinatus,","Trapezius, Upper, Wrist Extensors, ",Shoulder,2,"Anterior Deltoid, Serratus Anterior",4,10,22.35435316
Full Can Lateral Raise,Dumbbell,Auxiliary,Isolated,Pull,Grasp dumbbells with each hand with palms facing forward.,Raise arms to side with thumb side up. Lower and repeat.,"Supraspinatus,","Trapezius, Upper, Wrist Extensors, ",Shoulder,2,"Lateral Deltoid, Supraspinatus",3,12,22.86674565
Lying Lateral Raise,Dumbbell,Auxiliary,Isolated,Pull,Lie on side with legs separated for support. Grasp dumbbell in front of thigh.,Raise dumbbell from floor until arm is vertical. Maintain fixed elbow position (10° to 30° angle) throughout exercise. Lower and repeat.,"Lateral Deltoid,","Wrist Extensors, Trapezius, Upper, Levator Scapulae, ",Shoulder,2,"Lateral Deltoid, Supraspinatus",5,6,22.33259953
Triceps Dip,Assisted,Basic,Compound,Push,"Mountshoulder width dip bar, arms straight with shoulders above hands. Step down onto assistance lever. Keep hips and knees straight.",Lower body until slight stretch is felt in shoulders. Push body up until arms are straight. Repeat.,"Triceps Brachii,","Trapezius, Lower, ",Upper Arms,4,"Pectoralis Major Sternal, Pectoralis Major Clavicular, Anterior Deltoid",4,10,23.04611502
Triceps Dip:  kneeling,Assisted,Basic,Compound,Push,"Mountshoulder width dip bar, arms straight with shoulders above hands. Kneel on padded platform, lowering it down slightly so hips are slightly bent.",Lower body until slight stretch is felt in shoulders. Push body up until arms are straight. Repeat.,"Triceps Brachii,","Trapezius, Lower, ",Upper Arms,3,"Pectoralis Major Sternal, Pectoralis Major Clavicular, Anterior Deltoid",3,8,22.90621237
Close Grip Bench Press,Barbell,Basic,Compound,Push,Lie on bench and grasp barbell from rack with shoulder width grip.,Lower weight to chest with elbows close to body. Push barbell back up until arms are straight. Repeat.,"Triceps Brachii,",,Upper Arms,3,"Pectoralis Major Sternal, Pectoralis Major Clavicular, Anterior Deltoid",5,8,23.65235442
Lying Triceps Extension,Barbell,Basic,Isolated,Push,Lie on bench with narrow overhand grip on barbell. Position barbell over forehead with arms extended.,"Lower bar by bending elbows. As bar nears head, move elbows slightly back just enough to allow bar to clear around curvature of head. Extend arms. As bar clears head, reposition elbows to their former position until arms are fully extended. Repeat.","Triceps Brachii,","Deltoid, Anterior, Pectoralis Major, Clavicular, Pectoralis Major, Sternal, Latissimus Dorsi, Teres Major, Deltoid, Posterior, Coracobrachialis, Wrist Flexors, ",Upper Arms,3,Anterior Deltoid,5,11,22.70169189
Lying Triceps Extension:  Skull Crusher,Barbell,Basic,Isolated,Push,Lie on bench with narrow overhand grip on barbell. Position barbell over shoulders with arms extended.,Lower bar to forehead by bending elbows. Extend arms and repeat.,"Triceps Brachii,","Deltoid, Anterior, Pectoralis Major, Clavicular, Pectoralis Major, Sternal, Latissimus Dorsi, Teres Major, Deltoid, Posterior, Coracobrachialis, Wrist Flexors, ",Upper Arms,3,Anterior Deltoid,4,6,22.86910807
Triceps Extension,Barbell,Basic or Auxiliary,Isolated,Push,Sit on utility weight bench with barbell. Position barbell overhead with narrow overhand grip.,Lower barbell behind upper shoulders by flexing elbows allowing forearms to travel behind upper arms with elbows remaining overhead. Raise barbell overhead by extending elbows until arms are positioned straight and vertical. Lower and repeat.,"Triceps Brachii,","Deltoid, Anterior, Pectoralis Major, Clavicular, Wrist Flexors, ",Upper Arms,2,Posterior Deltoid,4,6,22.96936889
Bent-over Triceps Extension,Cable,Basic or Auxiliary,Isolated,Push,Sit on utility weight bench with barbell. Position barbell overhead with narrow overhand grip.,Lower barbell behind upper shoulders by flexing elbows allowing forearms to travel behind upper arms with elbows remaining overhead. Raise barbell overhead by extending elbows until arms are positioned straight and vertical. Lower and repeat.,"Triceps Brachii,","Deltoid, Anterior, Pectoralis Major, Clavicular, Wrist Flexors, ",Upper Arms,2,Posterior Deltoid,5,9,23.78120195
Pushdown,Cable,Basic or Auxiliary,Isolated,Push,Face high pulley and grasp cable attachment with narrow overhand grip. Position elbows to side.,Extend arms down. Return until forearm is close to upper arm. Repeat.,"Triceps Brachii,","Latissimus Dorsi, Teres Major, Deltoid, Posterior, Pectoralis Major, Sternal, Pectoralis Minor, Trapezius, Lower, Rectus Abdominis, Obliques, Wrist Flexors, ",Upper Arms,2,Anterior Deltoid,3,12,22.08859339
